,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
NAMA,0.3912002,-0.15260991,0.046662994,-0.0036725085,-0.35873008,0.3162734,0.34227675,0.06907782,0.3414919,-0.1931588,-0.1933998,-0.36246452,-0.26663068,0.1129142,0.016462417,0.11108052,-0.32749882,-0.08091413,-0.3118247,0.04634106,-0.13245142,-0.105651595,0.107368805,0.24185073,0.06203306,0.09262476,0.44993943,0.15542719,-0.34076855,0.06661051,0.15869217,-0.31567267,-0.2292695,0.33266768,0.15040162,0.14907257,0.24033411,0.25976658,-0.10818449,0.15483415,0.088118635,-0.35040402,0.0923844,0.13369535,-0.20863964,-0.3507668,0.12150989,-0.25661677,0.14600725,-0.07173884,0.25613928,0.10173876,-0.22562374,0.11108497,-0.22790891,0.26052934,0.09619205,0.2628665,-0.37766117,-0.018216208,-0.17851454,-0.0137495035,0.053634264,0.30934978
NPTN-IT1,0.0066628642,-0.070942804,0.23774457,-0.17867287,-0.19088075,-0.14682043,0.03463849,0.4921395,-0.07585725,0.0163089,0.32166484,0.00061768666,-0.37289345,0.15026523,0.06565853,0.41610667,-0.35120714,-0.4436777,-0.40286428,-0.19094157,0.15420398,-0.08191657,0.45611987,0.36297724,0.10493679,0.2765683,0.019010141,0.08522757,-0.08315049,0.108650096,0.07424691,-0.05677601,-0.65653116,0.13487282,-0.060695417,-0.13374513,0.22050144,-0.037545525,0.089329146,-0.3216345,0.41434228,-0.120063454,-0.07443308,-0.3697476,-0.034610476,-0.19622475,-0.22110507,0.028344024,-0.03450024,-0.1114604,0.22209765,-0.305743,0.2503232,0.24430133,-0.5021369,-0.04569244,0.21287186,0.16476415,-0.3277746,0.31267172,-0.3576429,-0.29094094,-0.14887497,0.16017808
NRON,0.33693397,-0.12456001,0.40281135,-0.09848596,-0.18510877,0.30958134,0.012849793,-0.19084772,0.6341826,-0.12667514,-0.044794492,-0.37978524,-0.5974036,0.01652138,0.5369424,-0.29593623,-0.18463618,0.03973591,-0.1291883,0.11570424,-0.017574959,-0.21459892,0.16360079,0.1933752,-0.01978875,0.0060025007,0.28398225,0.2613616,-0.5022236,-0.021859363,0.21983868,0.21385737,-0.19356833,0.23039873,-0.30407658,0.13300106,0.1069137,0.3788121,0.009653762,0.07859921,-0.34401858,-0.33917433,0.23202315,0.5356628,-0.17726523,-0.27009252,0.19328293,-0.086648405,-0.02323272,0.16439474,0.3211341,0.042008974,-0.23416191,-0.21351841,-0.17684327,0.17935674,-0.1976141,0.25676668,-0.35191596,-0.0310098,0.012671895,0.20611238,0.25998762,0.08483064
PANDAR,-0.30541253,-0.2922643,0.6490649,-0.6973642,-0.2706555,-0.5267136,-0.04492967,0.52271265,0.106702164,-0.061774995,0.11631154,-0.09709419,-0.6511513,-0.092238076,0.16396473,0.116168156,-0.53844607,-0.22039324,-0.40687326,-0.66668123,0.5406085,0.16775514,0.7830274,0.29360545,0.24371943,0.29131654,-0.5035745,-0.30590147,-0.16685997,0.5568714,-0.2636688,-0.10734008,-0.7152155,0.2745817,0.17362657,-0.41243124,-0.09221797,0.28320456,0.16760239,-0.3237294,0.19302952,0.048532195,-0.21753159,-0.7343484,0.13743335,-0.12131365,-0.4639163,0.5065303,-0.28398362,0.3074715,-0.058170926,-0.5626106,0.29868448,-0.2036088,-0.69118315,-0.119111314,0.16246013,-0.0981515,-0.6532308,-0.08033419,-0.38259053,-0.2853693,-0.38946405,-0.21054517
PCA3,0.33680663,-0.12541616,0.06123158,0.0006197961,-0.3291402,0.28696105,0.30818805,0.099281766,0.3290323,-0.159346,-0.15357584,-0.32515386,-0.28457728,0.12939186,0.03272636,0.13093022,-0.3093006,-0.103035875,-0.28761435,0.05584239,-0.113261476,-0.11970733,0.120445415,0.24640998,0.0937487,0.10598476,0.4288718,0.16062833,-0.3033043,0.04948108,0.16809455,-0.26687562,-0.26958436,0.3087962,0.114457875,0.12098466,0.23598263,0.24888444,-0.10178131,0.109029815,0.09960928,-0.33298075,0.08431063,0.11208099,-0.22569185,-0.31536835,0.11699278,-0.24749148,0.13363643,-0.06955289,0.2364949,0.09576159,-0.19295603,0.11542635,-0.22948866,0.22325957,0.106840186,0.2546201,-0.3528471,0.0032655718,-0.20390767,-0.023671772,0.039977685,0.3047605
PCAT1,-0.26489243,0.14759207,0.67844796,-0.24091402,-0.23091683,-0.2700236,-0.03939781,0.44911957,-0.13727188,0.1782988,0.5517893,0.1978877,-0.7744174,0.23410624,0.44999176,0.20372738,-0.33130243,-0.4467857,-0.37395602,-0.35867947,-0.015473325,0.16201246,0.29562575,0.15948966,-0.0040732175,0.45958477,-0.2624954,0.19000329,0.12935226,0.10904312,-0.047980182,0.11472444,-0.76397115,0.048710734,-0.21668603,-0.37852126,-0.09933884,0.12157503,0.15847361,-0.68487215,0.39811796,-0.042459913,-0.36150703,-0.53522617,0.019503437,-0.09197396,-0.10216258,0.033867754,-0.18882371,-0.19552702,0.2827724,-0.7637002,0.4037308,0.19491492,-0.16482243,-0.3758276,0.39913502,0.26756805,-0.22188637,0.139191,-0.054990243,-0.197953,-0.31059566,0.09879111
PDZRN3-AS1,0.38965335,-0.14017804,0.06622134,-0.015052363,-0.37938806,0.33060864,0.36637053,0.034254808,0.3359695,-0.22421566,-0.19337946,-0.38229576,-0.27283227,0.11446598,0.01399507,0.12025792,-0.36917144,-0.09598287,-0.32804275,0.041426487,-0.13970703,-0.13317247,0.0870201,0.2397458,0.054119155,0.08394072,0.44981012,0.15135646,-0.35858792,0.072222315,0.15597329,-0.33388713,-0.22760566,0.36445802,0.17183235,0.16382934,0.23075157,0.27829668,-0.13516815,0.16939715,0.10783455,-0.3707039,0.11983111,0.11728614,-0.20792277,-0.36015022,0.08292887,-0.2467363,0.12563173,-0.089317724,0.26009953,0.086985834,-0.24405204,0.115465984,-0.2274274,0.26718152,0.104027845,0.27064306,-0.393802,-0.063142255,-0.17609565,0.011324979,0.051058333,0.2886103
PINK1-AS,0.39802316,-0.15000607,0.048256163,-0.0007295626,-0.38190398,0.3316984,0.37317452,0.07766517,0.3622659,-0.2141711,-0.20006783,-0.38193583,-0.2823694,0.13042864,0.010381252,0.12338544,-0.3664551,-0.078603625,-0.32498175,0.04421205,-0.13431744,-0.12807317,0.09470047,0.2517337,0.07918063,0.09025,0.47999543,0.14222114,-0.36630663,0.064004876,0.15367964,-0.33560494,-0.2485918,0.36110955,0.17188725,0.16100338,0.25420398,0.27293086,-0.118193224,0.16713417,0.10392363,-0.36995322,0.10697949,0.12313116,-0.2324816,-0.35554594,0.12778462,-0.2783961,0.14478117,-0.0765725,0.2616433,0.109694354,-0.25117555,0.123986214,-0.24310707,0.27053544,0.11614995,0.26938325,-0.38911316,-0.038360782,-0.20448788,-0.009476179,0.036113564,0.31088722
PSORS1C3,0.39049873,-0.12574558,0.0036739935,0.0186751,-0.33931208,0.30615467,0.30562678,0.12427777,0.35141337,-0.17023227,-0.1671499,-0.34366912,-0.24561323,0.14017627,0.022962656,0.14530668,-0.3188358,-0.12899952,-0.2918853,0.100257486,-0.09740502,-0.149389,0.12612143,0.27003753,0.11127792,0.089459434,0.48256144,0.15698189,-0.3409964,0.022205818,0.18688425,-0.27807876,-0.2657606,0.32620355,0.10371601,0.16047983,0.2932676,0.20330712,-0.11046407,0.1412238,0.11141438,-0.35631472,0.06944481,0.15646008,-0.24590012,-0.31960058,0.13284001,-0.27125937,0.13890874,-0.06893636,0.24924453,0.14991851,-0.23016372,0.1569582,-0.24860643,0.2502697,0.07512903,0.23916428,-0.36602607,0.022213852,-0.25387618,-0.053910483,0.05076625,0.32061267
PTENP1,-0.2981335,-0.15918314,0.52250147,-0.5155529,-0.16745806,-0.45484743,-0.07762056,0.55378985,0.02208367,0.06238531,0.22665785,0.027222358,-0.5720471,0.02349925,0.15294226,0.23920551,-0.40601176,-0.32427067,-0.35929632,-0.47397768,0.45519108,0.07395974,0.72177196,0.3408346,0.24202764,0.32965577,-0.36567622,-0.14995779,-0.051516052,0.34915927,-0.11788434,-0.010398652,-0.77266717,0.16998374,0.022598993,-0.3803773,0.02859409,0.14957578,0.1713112,-0.42825764,0.2826834,0.031426426,-0.2001726,-0.63184524,0.031078752,-0.08460088,-0.36443424,0.34827211,-0.20743504,0.17106983,-0.018288696,-0.45578012,0.3644674,-0.048494764,-0.6259126,-0.1494081,0.19316918,-0.034037534,-0.4747652,0.11082184,-0.39653128,-0.3358817,-0.32603797,-0.08477496
PVT1,0.1300833,0.53087306,-0.1916323,-0.39708132,-0.56460166,-0.46281558,0.7660176,0.5823219,0.6010964,-0.27770242,-0.45861754,-1.5022957,-1.0149486,-0.4398803,0.7022321,0.54213184,0.14016724,-0.8929812,0.9137192,-0.24631074,0.5874618,0.90255654,0.68115383,-0.7166691,-0.24766794,0.67316276,-0.16630137,-0.4614131,-0.077346444,0.57545555,-0.45287135,0.064733,-1.0054077,0.65300655,1.1256113,-0.044076636,-0.5272933,0.43705383,-0.6366739,-0.49610436,-0.49053589,-1.1540732,0.0022449195,-0.93346155,-0.11352089,-0.353119,-0.5058836,0.62707436,-0.46637547,0.31512898,-1.0348088,-0.9038299,1.0921844,-0.3210455,-1.7468445,-0.8567478,-0.5874265,0.045857728,-1.114754,1.0378898,-1.24471,0.07412836,-1.5034821,-0.55313826
RMST,0.3766931,-0.24338496,0.24444075,-0.10845498,-0.46432528,0.36994785,0.45379466,-0.18424012,0.26036322,-0.31168374,-0.27805924,-0.46368888,-0.3455452,0.00021851179,-0.019631883,0.0383607,-0.41675806,0.020559642,-0.40474433,-0.10347808,-0.25792277,-0.03961403,0.06839413,0.1592522,-0.15923685,0.0770154,0.29578573,0.18759671,-0.37836808,0.27217945,0.07683627,-0.43264112,-0.14777628,0.41111392,0.28683543,0.1563321,0.045687407,0.42618176,-0.1854534,0.22115433,0.11508771,-0.36011294,0.21484265,-0.005824376,-0.035382006,-0.50783503,-0.0050164917,-0.15542957,0.10989026,-0.136241,0.3072042,-0.121118486,-0.18931645,-0.05024311,-0.17364036,0.26827773,0.13895151,0.3600719,-0.48004156,-0.15646225,0.07050172,0.17298093,0.077282295,0.24743319
SNHG11,0.38894096,-0.14574476,0.06315871,-0.024050796,-0.37167794,0.3222947,0.34769186,0.031331237,0.33415776,-0.21105087,-0.2018901,-0.37295794,-0.27127475,0.10311776,0.020635419,0.10029453,-0.34688494,-0.085565865,-0.319023,0.042002782,-0.13322335,-0.111392796,0.10274082,0.23524338,0.04161028,0.083954625,0.43219253,0.15195413,-0.35732198,0.07503752,0.14757162,-0.32466927,-0.2197527,0.34822208,0.16315037,0.15584464,0.2267248,0.26219806,-0.12777613,0.16781439,0.0981938,-0.35965848,0.09956603,0.12090098,-0.19263335,-0.3567547,0.100427836,-0.2371275,0.123351164,-0.08073609,0.26022154,0.07785883,-0.23220642,0.10386559,-0.21973419,0.2604188,0.090866394,0.26468644,-0.39302436,-0.053886395,-0.15832035,0.009032914,0.051305097,0.2867681
SNHG16,-0.26476988,-0.37696195,-0.04413163,-0.32238472,-0.040294003,-0.58721864,0.0871615,0.79901576,-0.08741312,0.12677813,0.5201249,-0.4232967,0.070151955,-0.34849745,-0.23807758,0.30611613,-0.2658169,0.4456334,0.14829344,0.31721276,0.08132189,-0.20009978,0.28313154,-0.043735538,0.017260993,-0.3178351,-0.044368036,-0.30395114,-0.06291814,0.6232225,0.091650836,0.1466941,-0.1273099,0.0060158446,-0.16998285,0.1253545,0.09399161,-0.45276642,-0.45608896,0.2543533,0.39303926,0.23875542,-0.08802317,-0.7084757,0.36281663,0.475186,0.37172854,0.15547359,-0.90438735,0.006080605,-0.13174188,-0.2706546,0.008840967,-0.113549754,-0.09168134,-0.56372213,0.15199494,-0.33160067,-0.12937474,0.3460084,-0.31013796,0.4411974,-0.6553017,-0.011116322
SNHG3,0.37418437,-0.14244163,0.04510937,0.0042673843,-0.34887627,0.31223655,0.31536347,0.07798281,0.3392483,-0.18540603,-0.18592817,-0.3494708,-0.25493187,0.12488696,0.02369557,0.10177739,-0.32043126,-0.08852501,-0.3096974,0.06445659,-0.11526745,-0.11791263,0.12757455,0.25122228,0.060696915,0.09773705,0.4393468,0.16800399,-0.3227062,0.06192092,0.17417642,-0.29124522,-0.2486125,0.30870402,0.13405076,0.14178896,0.24423051,0.23658237,-0.11911862,0.14248383,0.08616572,-0.35630116,0.07427277,0.13542141,-0.21451104,-0.33873615,0.12685652,-0.25739235,0.1472655,-0.0640481,0.24868876,0.10398742,-0.2151552,0.11350549,-0.23083237,0.23989198,0.077742144,0.2526285,-0.378079,0.0012304587,-0.19026643,-0.019646816,0.05925154,0.3217333
SNHG4,0.38871422,-0.15318017,0.0657501,-0.010413636,-0.38212422,0.33492813,0.3624087,0.038760666,0.34950638,-0.21673475,-0.21170321,-0.377057,-0.2834433,0.117463596,0.01482585,0.09214315,-0.35601506,-0.068743885,-0.32161227,0.040117443,-0.13779873,-0.114549786,0.089784876,0.23656063,0.04965812,0.08565316,0.4433263,0.15491572,-0.35306495,0.07646191,0.15218882,-0.32730472,-0.22817661,0.35351717,0.17691915,0.15151864,0.224479,0.27886355,-0.12931757,0.17456964,0.085271336,-0.36094353,0.11012133,0.12412979,-0.20410568,-0.35464665,0.122178,-0.25066066,0.13407454,-0.073738895,0.25819594,0.08722838,-0.2392876,0.096862465,-0.22419941,0.26115608,0.10120182,0.27414343,-0.39789295,-0.063409984,-0.1638945,0.01954639,0.05055399,0.300209
SOX2-OT,-0.27000508,0.20783761,0.82438207,-0.17374781,-0.36178768,-0.1242258,0.07460829,0.21667801,-0.09767003,0.17853689,0.35342553,0.20708513,-0.84518796,0.30729243,0.5417913,-0.019709427,-0.32683277,-0.3162971,-0.2672044,-0.44341084,-0.115622915,0.26747167,0.158972,0.025075441,-0.14381352,0.38179412,-0.325895,0.15686649,-0.002432827,0.17041214,-0.22128664,0.099755935,-0.6630163,0.22777651,-0.13830763,-0.32384306,-0.19787839,0.22008732,0.23426312,-0.66745967,0.34726182,-0.020247366,-0.57056016,-0.5513149,0.005596049,-0.13244425,-0.011103334,0.006575318,-0.2584896,-0.21779445,0.30776447,-0.85113776,0.2574208,0.07528702,-0.0096097365,-0.3822102,0.4669362,0.27668324,-0.1968011,-0.06771858,0.119655,-0.16770476,-0.37441227,-0.037719272
SPRY4-IT1,-0.5855351,-0.21724606,0.4645001,-0.5233533,-0.3886894,-0.72267663,0.6459931,0.6837834,0.28630668,0.46670032,-0.1807234,-0.45463437,-0.7591393,0.60909456,0.4381116,0.5676044,-0.03628438,-0.026124049,0.6035665,-0.23616219,-0.24114747,0.5864315,0.6109298,0.13137367,0.094730206,0.20001751,0.060630955,0.49246997,-0.15725212,0.7497477,-0.12935022,-0.14651558,-0.8825698,0.4275126,-0.1933296,-0.4126297,-0.34929264,0.045219794,-0.37248084,-0.73028123,0.1644367,-0.18064919,-1.0723137,-0.8537271,-0.16857857,0.25298148,-0.41753274,0.044676445,-0.1533378,0.4528912,-0.12267269,-0.70044607,-0.13299203,-0.47395873,0.06318724,-0.4930992,-0.09427635,0.46321052,-0.62666255,-0.13658297,0.021341413,0.06312521,-0.86562955,-0.14052515
TCL6,0.4393432,0.37839663,0.14893621,-0.737658,0.025805078,-0.20470598,-0.13707055,-0.60862607,-0.2897653,-0.15424466,0.250941,-0.2780672,0.26291674,-0.5803666,0.4809687,0.52424407,-0.13388178,-1.0681571,-0.31747362,0.08225944,-0.05895062,-0.056165654,0.43890652,0.1931304,-0.27281344,0.082541175,-0.006994211,-0.09705795,-0.49759036,-0.06568011,-0.10637363,-0.34147194,0.31295413,0.26095358,-0.34224063,0.3369314,0.2844327,-0.22852747,-0.13908729,-0.10445514,0.75051177,-0.48700923,-0.07625608,0.06946298,0.18115187,-0.4888133,-1.2773738,0.48046163,-0.3390172,-0.47086376,0.3306647,-0.37869874,-0.05679807,0.51742315,-0.020428322,0.4027512,-0.26294267,-0.13755824,-0.08423822,0.002927252,0.15359442,-0.47770214,0.03475381,-0.41637397
TDRG1,-0.2865015,0.23038015,0.44291893,0.3486598,-0.3016924,0.31242335,0.30481553,-0.0900061,-0.18100378,0.41834274,-0.35918087,0.37190443,-0.28401864,0.59247285,0.065724924,0.013656817,0.021703262,-0.121818304,0.25719815,-0.24270743,0.06164775,0.07745333,0.32595402,0.19473806,-0.31293935,-0.05200367,-0.18877101,0.022685751,-0.34999692,0.18107498,-0.35519904,0.21844253,-0.58689153,0.66487396,-0.059203655,0.044280145,0.23471865,-0.058585722,0.54722583,-0.5009288,0.4463189,0.21099387,-0.8413183,-0.5846604,-0.3337638,-0.15643877,0.12114353,-0.080708735,-0.2582187,-0.2561077,0.07606452,-0.2569543,0.01174335,-0.14673407,-0.28374326,-0.1197356,0.554288,0.028325422,0.1107098,0.114430696,-0.111704715,-0.49334577,-0.4177289,-0.3146028
TERC,0.3759815,-0.15331526,0.0596643,-0.0054943264,-0.3565446,0.31469807,0.35215324,0.06252563,0.33804572,-0.20132093,-0.1811383,-0.3618695,-0.28434402,0.11416211,0.017959036,0.12656377,-0.33357298,-0.07688458,-0.31301513,0.038607106,-0.14556488,-0.111162506,0.091190524,0.23683359,0.0712959,0.098154314,0.45251882,0.15504873,-0.3321284,0.06597091,0.15195136,-0.31216618,-0.2368537,0.32903948,0.16008888,0.1427373,0.2246009,0.27474988,-0.116476744,0.15351312,0.09478668,-0.3507004,0.12181687,0.1237924,-0.20876499,-0.3501297,0.117290966,-0.25915137,0.14736028,-0.07568637,0.25697654,0.09507512,-0.21924774,0.10807974,-0.2284229,0.25912485,0.11453799,0.28009647,-0.3731836,-0.023988154,-0.17535822,0.00091383565,0.050999623,0.3081903
TRAF3IP2-AS1,0.4177234,-0.16422313,0.10110634,-0.04258814,-0.36026445,0.2875847,0.3696003,0.02503564,0.28817534,-0.25288805,-0.15507981,-0.38067675,-0.3735179,0.032081746,0.052072182,0.1986387,-0.340154,-0.059966493,-0.28454378,-0.044895004,-0.23042245,-0.062075622,0.006922056,0.18935095,0.07530747,0.083796315,0.44247755,0.10396396,-0.39720246,0.07171107,0.019384801,-0.35560542,-0.16717981,0.38359416,0.17113483,0.15389852,0.15358216,0.299203,-0.0516545,0.22010985,0.1722484,-0.2963326,0.22879906,0.0967772,-0.10005652,-0.37856215,0.08886107,-0.20879069,0.11539853,-0.10848393,0.2993926,0.04390334,-0.21080887,0.11371513,-0.19406846,0.32951236,0.17922783,0.31098092,-0.3578611,-0.010302473,-0.11062759,0.03470073,0.008904895,0.22322854
TUG1,-0.3705568,-0.047796965,0.17193103,-1.1985346,-0.8637788,-0.62251693,0.7571595,0.48020664,0.5664865,0.39644986,-0.15207791,-0.2719385,-1.2363853,-0.15904604,0.2436002,0.49267244,-0.0045368075,-0.44444966,1.2894233,-0.97110075,-0.6907966,-0.34349418,1.289921,0.037579864,0.23036669,-0.0023866445,0.5889654,0.39509898,-0.20862511,1.4983394,-0.6778104,-0.8497981,-0.9436215,0.05755765,0.06328963,0.20912719,-0.055788577,0.7670412,-0.65189016,-0.57415384,0.36445206,0.43868673,-0.5927165,-0.6631374,0.8817022,-0.018193781,0.035746306,0.5464673,0.066724844,0.93714243,-0.091899365,-1.1266049,-0.42843127,-0.59144187,-0.6858685,-0.3112408,-0.09601906,0.30114454,-0.41210625,-0.068739,-0.3736155,-0.015428185,-0.67768705,0.46525532
UCA1,-0.8392298,-0.037123412,0.046291977,-0.7434869,-1.0867006,-0.45966536,0.31133038,0.8661864,0.62744665,0.3929062,-0.629557,-0.6935947,-1.0341735,-0.08931939,0.69471306,1.1323596,-0.3122902,-0.9994974,0.7640219,-1.180392,0.122352235,0.021542147,0.572483,0.682099,-0.7164835,0.3750639,-0.30949774,0.05469072,0.11369867,1.764828,-0.3608756,-0.5361793,-0.72067595,0.028371558,-0.21416208,-0.575534,0.18463361,0.257679,-0.019026518,-1.6044493,-0.22142652,0.29893458,-0.4049475,-0.856223,0.3022207,0.2455258,0.09003648,-0.30867842,-0.6858535,0.20461452,-0.41400355,-0.1911914,0.36849764,-0.50062686,-0.35423574,-0.4296978,-0.47496596,0.35849756,-1.2997844,-0.4193983,-0.24843535,-0.16739763,-0.88756704,-0.3321577
WRAP53,0.14919913,-0.119962454,-0.13196321,0.067042194,-0.11880899,-0.017106399,0.115271464,0.62799513,-0.13740006,0.03244815,0.25151816,0.044365257,-0.06551793,0.2853955,-0.241331,0.6619938,-0.2953606,-0.49832445,-0.4258321,0.017369712,0.1945152,-0.2463876,0.53019655,0.5747805,0.1288829,0.21983719,0.2726707,0.14085498,-0.10253618,-0.041109193,0.2366562,-0.09669589,-0.7216978,0.09809491,-0.037264924,-0.010851365,0.53200644,-0.32291842,0.13731952,-0.1689594,0.50305367,-0.12297497,0.062410004,-0.29709825,-0.14199984,-0.16909754,-0.15496998,-0.13180643,0.113239475,-0.20201236,0.19430953,0.029677596,0.2194092,0.3848323,-0.729474,0.123341024,0.16866484,0.16012917,-0.2374276,0.5812241,-0.5837687,-0.401825,-0.07061064,0.31235605
WT1-AS,-0.2618243,0.5291157,0.64081144,-0.38736665,-0.44170287,-0.43498865,-0.020605892,-0.17728288,0.13851553,0.35368684,-0.2737105,0.33432367,-0.26186728,0.25841957,0.35669953,0.39039356,-0.07233068,0.4765312,-0.17201374,0.1831012,0.41699576,-0.24455509,0.2348539,0.15847951,0.42839321,0.28883955,-0.18257353,-0.11179748,0.574682,0.0998549,-0.23506212,0.096457735,-0.6421329,-0.121709466,0.2595051,-0.08167026,0.1026597,0.118368536,0.20030612,-0.3194072,0.09882049,-0.26131615,-0.31813273,-0.38244092,0.24930838,-0.069315486,0.015066776,-0.12986574,-0.15763423,0.008797891,-0.2634992,0.47307792,-0.36465305,-0.18144715,0.14400093,-0.0510322,0.027452663,-0.30126888,-0.36286297,0.39546058,0.2727371,-0.37748846,-0.58335775,-0.27022114
XIST,-0.60016125,-0.07071374,0.2398425,-0.15750939,-0.07900025,-0.9243359,0.42008454,0.11575359,0.070641935,0.41358742,-0.48567533,-0.9838953,-0.37215787,-0.42700818,0.37482426,0.09984064,-0.74924666,-0.60193956,-0.2259934,-0.7474123,0.47165784,-0.16939406,0.71513456,-0.019673795,0.2096424,0.3724005,0.22665632,0.077757694,-0.3059537,0.46020448,-0.4595837,-0.49673173,-0.6650338,0.32564926,-0.38085347,-0.040620364,0.035875186,-0.163703,0.10865671,0.24856472,-0.093577206,-0.061669692,-1.0156003,-0.8162089,0.21385047,-0.061177507,0.07779844,0.5541827,0.13717604,0.5697405,-0.025494859,-0.25228268,-0.115392074,-1.2140287,-0.93294936,0.09495023,0.8451364,-0.22520614,-0.8504709,0.3873905,0.01382035,0.45404384,-0.93378127,-0.01948715
ZFAT-AS1,0.3834711,-0.15115649,0.061695438,-0.006884256,-0.37418723,0.33030552,0.34878683,0.043789886,0.3447581,-0.21021661,-0.20765586,-0.37056768,-0.2798514,0.11471358,0.015101655,0.09412362,-0.34502563,-0.07014847,-0.3136641,0.04551717,-0.13480899,-0.11337967,0.09799172,0.23723166,0.05000991,0.08250832,0.4366134,0.15662709,-0.3480114,0.0766437,0.15347783,-0.316175,-0.22860211,0.34484845,0.16556819,0.14806004,0.22415847,0.2673247,-0.12668028,0.17300335,0.08787764,-0.35374257,0.10656363,0.12285136,-0.19879289,-0.34732205,0.124475956,-0.24511188,0.13062064,-0.072745726,0.25518677,0.086199544,-0.2326984,0.0952531,-0.22383906,0.25502786,0.09633928,0.26833147,-0.3929153,-0.05140655,-0.16556951,0.019671932,0.050752327,0.29997548
